AcountNumber,CVV,CustomerAge,Gender,Marital Status,CardColour,CardType,Domain,Amount,AverageIncomeExpendicture,Outcome,Customer_City_Address
1270305427,356,33,Male,Single,Gold,Verve,International,221682,188412,1,Port Harcourt
1244500917,583,25,Female,Single,White,Visa,International,274286,262795,1,Ibadan
1264488857,472,85,Male,Single,White,MasterCard,International,208209,185544,0,Other
1277286805,537,62,Male,Divorced,White,Visa,International,500372,240734,1,Ota
1281024193,221,22,Female,Married,Gold,Verve,International,263034,283327,1,Ota
1280547680,258,38,Male,Married,White,MasterCard,International,430433,174136,0,Other
1244251063,323,38,Female,Unknown,White,Visa,Local,226911,192047,0,Abuja
1248229799,551,80,Male,Unknown,Gold,Verve,International,362921,268638,1,Lagos
1262242608,221,61,Male,Single,Gold,Verve,International,544995,321745,1,Ota
1241578148,589,84,Female,Single,Gold,Verve,Local,878272,109473,1,Ibadan
1251738089,509,47,Male,Single,Gold,Verve,International,958600,207389,1,Port Harcourt
1263599426,534,38,Male,Single,Gold,Verve,International,103003,159567,0,Enugu
1253397491,496,41,Female,Married,White,Visa,Local,125575,236067,0,Lagos
1241246866,460,39,Male,Married,White,Visa,Local,958844,274036,1,Enugu
1249909279,342,21,Female,Married,Gold,Verve,International,636120,351763,1,Lagos
1261985201,487,77,Male,Married,Gold,Verve,International,895240,116018,1,Port Harcourt
1255129304,586,39,Male,Single,White,Visa,International,899678,134200,1,Abuja
1269396314,558,79,Female,Divorced,White,Visa,International,599557,343741,1,Port Harcourt
1270712754,220,79,Male,Married,Gold,Verve,International,192086,296372,0,Enugu
1246044534,382,37,Male,Single,White,MasterCard,International,404412,172415,0,Abuja
1250801570,334,71,Female,Single,Gold,Verve,Local,282204,287173,0,Kano
1246991576,273,44,Male,Married,Gold,Verve,International,960151,291312,1,Lagos
1243601909,631,61,Female,Single,Gold,Verve,International,812093,243825,1,Abuja
1271099323,570,48,Male,Married,White,Visa,Local,869932,108065,1,Enugu
1241744658,326,39,Male,Married,White,MasterCard,International,111313,292026,0,Port Harcourt
1283351056,419,49,Female,Single,White,MasterCard,International,527348,201143,1,Ota
1289185976,310,29,Male,Divorced,White,MasterCard,Local,339137,109824,0,Ota
1287605110,470,68,Male,Married,Gold,Verve,Local,140470,389089,0,Port Harcourt
1272604624,560,85,Female,Married,Gold,Verve,International,611084,102896,1,Kano
1284252137,588,42,Male,Married,Gold,Verve,International,853195,152624,1,Other
1276184395,306,73,Female,Divorced,Gold,Verve,International,379301,130722,1,Enugu
1245547588,633,83,Male,Unknown,Gold,Verve,International,423117,180895,0,Abuja
1264514253,561,82,Male,Single,White,Visa,International,396051,125422,0,Enugu
1251594308,669,61,Female,Unknown,Gold,Verve,International,408599,183838,0,Ota
1245101464,514,29,Male,Married,White,Visa,Local,573955,129370,1,Abuja
1271023977,383,25,Male,Married,Gold,Verve,International,403591,367246,1,Ibadan
1277373198,349,56,Female,Married,White,Visa,International,425348,248670,1,Port Harcourt
1258285023,512,83,Male,Married,White,Visa,Local,981070,108114,1,Kano
1242539344,672,39,Female,Single,White,MasterCard,International,224595,205617,1,Lagos
1259831958,334,51,Male,Unknown,White,MasterCard,International,787096,352493,1,Enugu
1285221812,458,20,Male,Married,White,MasterCard,Local,804225,166265,1,Other
1240214430,316,45,Female,Single,White,Visa,Local,156848,206416,1,Port Harcourt
1283418005,501,38,Male,Single,White,Visa,International,694671,113637,1,Kano
1248796012,567,36,Male,Married,Gold,Verve,International,385002,162777,0,Enugu
1242647659,555,28,Female,Single,Gold,Verve,International,976697,279014,1,Lagos
1288251082,377,65,Male,Married,Gold,Verve,International,509781,230850,1,Port Harcourt
1239858096,662,19,Female,Unknown,Gold,Verve,International,750291,185246,1,Port Harcourt
1281417424,627,31,Male,Single,White,Visa,International,437099,386457,1,Abuja
1244348220,463,32,Male,Unknown,White,MasterCard,Local,605890,190500,1,Abuja
1244603995,237,71,Female,Married,White,Visa,International,553257,396317,1,Ota
1242891751,373,76,Male,Single,Gold,Verve,International,842491,169260,1,Enugu
1278611562,565,37,Male,Single,White,MasterCard,Local,241392,133034,0,Lagos
1254812445,418,40,Female,Single,White,Visa,International,207323,350343,1,Kano
1264228383,462,61,Male,Married,Gold,Verve,International,720561,296209,1,Other
1246134903,603,24,Female,Single,Gold,Verve,Local,290209,136789,0,Abuja
1261063688,224,67,Male,Single,Gold,Verve,Local,440795,120337,0,Lagos
1274421622,233,64,Male,Single,Gold,Verve,International,127102,337029,0,Lagos
1260869949,562,20,Female,Single,Gold,Verve,International,678779,100373,1,Port Harcourt
1279366687,660,43,Male,Single,White,Visa,International,936555,145738,1,Lagos
1260994512,327,68,Male,Single,White,Visa,International,561419,226147,1,Enugu
1251849287,406,71,Female,Married,Gold,Verve,International,363689,127023,0,Kano
1258409015,449,40,Male,Single,Gold,Verve,International,209765,119582,0,Lagos
1252599113,581,58,Female,Married,White,Visa,Local,507324,150570,1,Lagos
1254600284,439,58,Male,Single,White,Visa,International,726699,317730,1,Kano
1253897964,605,66,Male,Married,Gold,Verve,International,410791,321970,1,Port Harcourt
1272487217,350,83,Female,Unknown,White,MasterCard,Local,422761,265887,0,Kano
1246999533,299,74,Male,Married,Gold,Verve,International,357113,277997,1,Abuja
1261330032,282,26,Male,Single,Gold,Verve,International,834566,347971,1,Port Harcourt
1259158601,254,22,Female,Single,Gold,Verve,Local,881503,243543,1,Lagos
1261196581,645,23,Male,Married,White,Visa,Local,519361,222008,1,Port Harcourt
1265369474,214,57,Female,Married,White,MasterCard,International,600550,140996,1,Kano
1247797811,261,26,Male,Married,White,MasterCard,International,187730,218346,0,Enugu
1270902200,582,40,Male,Married,White,MasterCard,International,963636,252137,1,Lagos
1265203226,495,38,Female,Single,Gold,Verve,International,834002,154644,1,Other
1273233177,447,46,Male,Single,Gold,Verve,International,675497,186809,1,Ibadan
1290111800,362,21,Male,Single,Gold,Verve,International,475911,100507,0,Enugu
1242490677,348,38,Female,Single,Gold,Verve,Local,269971,256803,1,Abuja
1255331634,329,60,Male,Single,Gold,Verve,International,358797,241159,0,Port Harcourt
1270939223,253,68,Female,Single,White,Visa,International,977753,316868,1,Ibadan
1267389338,514,34,Male,Single,Gold,Verve,Local,777404,166151,1,Other
1251653537,272,61,Male,Married,White,Visa,International,161345,292271,0,Ibadan
1258150621,231,33,Female,Married,Gold,Verve,International,592820,279850,1,Other
1258058164,351,39,Male,Married,White,Visa,Local,249850,280924,0,Kano
1243405778,522,72,Male,Married,White,Visa,Local,421306,115909,1,Kano
1260093348,469,67,Female,Single,White,MasterCard,International,851354,178257,1,Other
1282119367,505,43,Male,Married,White,MasterCard,International,848138,360413,1,Port Harcourt
1249222148,441,28,Female,Single,White,MasterCard,International,687073,300732,1,Enugu
1249814310,230,51,Male,Married,White,Visa,International,440062,210736,1,Lagos
1239542625,526,32,Male,Single,White,Visa,International,498409,378753,1,Lagos
1255309740,230,27,Female,Single,Gold,Verve,International,587837,285874,1,Kano
1271550499,651,51,Male,Single,Gold,Verve,Local,260051,368790,1,Lagos
1258181126,466,67,Male,Married,Gold,Verve,International,472173,283189,1,Enugu
1245451707,635,55,Female,Married,Gold,Verve,International,758090,216793,1,Enugu
1243210536,529,61,Male,Married,White,Visa,Local,303456,137462,0,Kano
1250375928,454,49,Female,Married,White,MasterCard,International,838441,393194,1,Other
1280912420,320,19,Male,Single,White,Visa,International,511559,156400,1,Ibadan
1258168602,241,59,Male,Single,Gold,Verve,Local,296350,298196,1,Abuja
1271667392,524,85,Female,Married,White,MasterCard,Local,850889,270599,1,Ibadan
1267648694,407,46,Male,Single,White,Visa,International,329776,294526,1,Lagos
1240288051,427,55,Male,Single,Gold,Verve,International,994170,222820,1,Ibadan
1270929438,420,27,Female,Single,Gold,Verve,International,850875,155042,1,Kano
1281236895,598,38,Male,Single,Gold,Verve,International,542975,248413,1,Other
1242589850,525,71,Female,Married,Gold,Verve,International,377511,368632,1,Kano
1286389516,345,83,Male,Single,Gold,Verve,International,395123,159404,0,Other
1254882452,657,84,Male,Single,White,Visa,Local,127332,165840,0,Ota
1252557516,495,46,Female,Unknown,White,Visa,International,830311,292576,1,Kano
1264453738,543,18,Male,Single,Gold,Verve,International,409143,134841,1,Kano
1246255551,216,77,Male,Married,Gold,Verve,Local,955416,170644,1,Ibadan
1261181979,374,58,Female,Single,White,Visa,International,237439,108442,0,Kano
1274620988,629,47,Male,Single,White,Visa,International,294101,119035,0,Lagos
1275531807,361,77,Female,Married,Gold,Verve,Local,478469,170766,0,Ibadan
1281121955,248,67,Male,Divorced,White,MasterCard,Local,602657,368666,1,Port Harcourt
1258031390,213,57,Male,Married,Gold,Verve,International,939620,237272,1,Lagos
1270973156,669,74,Female,Unknown,Gold,Verve,International,191586,221836,0,Lagos
1273277194,342,76,Male,Married,Gold,Verve,International,734571,107878,1,Port Harcourt
1249324969,599,22,Male,Married,White,Visa,International,436667,154609,1,Abuja
1250626029,287,67,Female,Married,White,MasterCard,International,945979,391635,1,Kano
1246285660,354,33,Male,Single,White,MasterCard,International,492436,207739,0,Kano
1256163035,495,23,Female,Married,White,MasterCard,Local,369254,222228,0,Kano
1243929971,369,66,Male,Unknown,Gold,Verve,International,189490,398405,0,Lagos
1254537767,660,28,Male,Single,Gold,Verve,International,908280,295746,1,Ota
1279469794,652,40,Female,Married,Gold,Verve,Local,544577,126608,1,Other
1272352926,253,71,Male,Unknown,Gold,Verve,International,871919,110503,1,Enugu
1244347622,261,46,Male,Single,Gold,Verve,International,904133,375269,1,Enugu
1286723413,281,37,Female,Married,White,Visa,Local,671737,275823,1,Other
1285284060,331,58,Male,Single,Gold,Verve,Local,667363,267230,1,Ota
1271426667,508,47,Female,Married,White,Visa,International,723412,279832,1,Other
1258203005,625,65,Male,Married,Gold,Verve,International,366870,308520,1,Lagos
1246086808,406,41,Male,Married,White,Visa,International,521916,377607,1,Lagos
1279166237,301,69,Female,Married,White,Visa,International,420019,170784,0,Port Harcourt
1247127647,443,77,Male,Married,White,MasterCard,International,646865,237636,1,Port Harcourt
1256688690,240,77,Male,Single,White,MasterCard,International,793909,291115,1,Lagos
1289290229,320,59,Female,Married,White,MasterCard,Local,967639,378523,1,Lagos
1243211593,306,41,Male,Single,White,Visa,International,439647,126059,1,Lagos
1284254551,341,25,Female,Unknown,White,Visa,International,401700,324001,1,Abuja
1274854579,552,78,Male,Single,Gold,Verve,Local,321986,274354,1,Ota
1278470765,359,19,Male,Single,Gold,Verve,International,574403,193479,1,Enugu
1255567973,380,33,Female,Single,Gold,Verve,International,984673,243225,1,Other
1279484396,505,27,Male,Single,Gold,Verve,Local,756316,217654,1,Abuja
1240115708,599,79,Male,Unknown,White,Visa,Local,568324,149000,1,Kano
1288778765,418,81,Female,Single,White,MasterCard,International,106703,292512,0,Enugu
1254137491,589,64,Male,Married,White,Visa,International,151292,246865,0,Port Harcourt
1264785698,428,28,Female,Single,Gold,Verve,International,958397,298058,1,Other
1278648788,576,23,Male,Married,White,MasterCard,International,771938,114649,1,Ota
1269470220,351,76,Male,Married,White,Visa,International,570312,273690,1,Abuja
1260619036,317,73,Female,Married,Gold,Verve,International,143209,237793,0,Port Harcourt
1283236095,396,18,Male,Single,Gold,Verve,Local,685249,245844,1,Abuja
1250787162,275,78,Male,Married,Gold,Verve,International,193097,207070,0,Abuja
1282953501,313,28,Female,Married,Gold,Verve,International,114726,266681,0,Abuja
1242762947,535,58,Male,Unknown,Gold,Verve,Local,922310,192307,1,Enugu
1257518523,310,80,Female,Married,White,Visa,International,572761,130642,1,Kano
1253608965,567,71,Male,Married,White,Visa,International,456806,339147,1,Kano
1263728017,382,67,Male,Married,Gold,Verve,Local,676333,273931,1,Enugu
1264923549,661,85,Female,Married,Gold,Verve,Local,164696,189031,0,Enugu
1263646833,551,65,Male,Unknown,White,Visa,International,372783,366534,1,Other
1279645141,492,55,Male,Divorced,White,Visa,International,951014,326095,1,Abuja
1284004341,439,72,Female,Single,Gold,Verve,International,886482,188066,1,Lagos
1241117559,515,73,Male,Single,White,MasterCard,International,185055,152579,0,Lagos
1272863254,426,70,Female,Single,Gold,Verve,International,770070,140298,1,Other
1279609670,625,80,Male,Unknown,Gold,Verve,International,933827,203440,1,Port Harcourt
1285753551,564,34,Male,Single,Gold,Verve,Local,536334,184650,1,Port Harcourt
1261201103,315,57,Female,Married,White,Visa,International,637779,180289,1,Enugu
1288294835,510,60,Male,Single,White,MasterCard,International,547589,168465,1,Lagos
1274091949,407,34,Male,Single,White,MasterCard,Local,738040,259351,1,Ota
1256672875,486,80,Female,Single,White,MasterCard,International,153555,195890,0,Kano
1267135792,351,51,Male,Divorced,Gold,Verve,International,400378,181269,1,Port Harcourt
1280372205,637,68,Female,Married,Gold,Verve,Local,950416,123170,1,Ibadan
1262584645,389,43,Male,Married,Gold,Verve,Local,596370,150274,1,Other
1280443012,667,48,Male,Divorced,Gold,Verve,International,304610,248636,1,Other
1254461416,376,28,Female,Single,Gold,Verve,International,314220,109611,0,Ota
1261184055,257,19,Male,Single,White,Visa,International,252386,169975,0,Enugu
1280266432,580,58,Male,Single,Gold,Verve,International,151728,272700,0,Enugu
1273772620,410,51,Female,Married,White,Visa,International,517881,231219,1,Lagos
1262292480,329,66,Male,Married,Gold,Verve,International,965274,272110,1,Ibadan
1267258261,480,72,Female,Single,White,Visa,Local,954309,279102,1,Kano
1248896770,341,24,Male,Single,White,Visa,International,220550,195314,0,Lagos
1244027086,363,26,Male,Single,White,MasterCard,International,848541,128407,1,Lagos
1281311695,581,80,Female,Single,White,MasterCard,Local,800999,151497,1,Port Harcourt
1250170064,234,31,Male,Single,White,MasterCard,International,235464,224840,0,Ibadan
1273540145,369,80,Male,Single,White,Visa,International,403549,101643,0,Enugu
1278453832,464,26,Female,Single,White,Visa,Local,608094,128351,1,Kano
1289231548,368,84,Male,Married,Gold,Verve,Local,367741,331245,1,Lagos
1284715626,561,34,Female,Married,Gold,Verve,International,461266,153066,1,Abuja
1260446140,547,55,Male,Unknown,Gold,Verve,International,466524,391294,1,Abuja
1280898205,250,76,Male,Single,Gold,Verve,International,567052,144375,1,Abuja
1253089788,408,20,Female,Married,White,Visa,International,245869,354638,1,Other
1242912104,422,61,Male,Single,White,MasterCard,International,229953,122083,1,Port Harcourt
1254316907,397,32,Male,Married,White,Visa,International,871067,194983,1,Port Harcourt
1260546100,652,30,Female,Divorced,Gold,Verve,Local,886870,173259,1,Ibadan
1256044368,217,49,Male,Married,White,MasterCard,International,307908,358403,1,Ota
1278577577,252,33,Female,Single,White,Visa,International,386723,100840,0,Other
1285130744,421,20,Male,Single,Gold,Verve,Local,891182,202817,1,Port Harcourt
1247392097,594,61,Male,Married,Gold,Verve,International,772127,215158,1,Port Harcourt
1262013071,647,44,Female,Single,Gold,Verve,International,200984,197513,0,Ibadan
1244704521,443,74,Male,Married,Gold,Verve,Local,632947,242888,1,Other
1281638157,340,51,Male,Single,Gold,Verve,Local,574661,204113,1,Abuja
1268814229,371,23,Female,Married,White,Visa,International,520582,147381,1,Port Harcourt
1242802743,424,35,Male,Unknown,White,Visa,International,677310,123325,1,Ibadan
1273579411,521,40,Female,Divorced,Gold,Verve,International,876822,122090,1,Abuja
1287728268,615,37,Male,Married,Gold,Verve,International,325886,374146,1,Enugu
1275938819,216,70,Male,Unknown,White,Visa,International,718514,332108,1,Ibadan
1248322117,547,65,Female,Single,White,Visa,International,413311,196932,0,Lagos
1283242185,512,22,Male,Single,Gold,Verve,Local,743495,275818,1,Lagos
1266270401,633,75,Male,Single,White,MasterCard,International,320749,379862,1,Lagos
1272856868,587,56,Female,Married,Gold,Verve,International,760369,313584,1,Lagos
1275045939,232,42,Male,Single,Gold,Verve,Local,767464,258701,1,Abuja
1265619773,535,79,Female,Single,Gold,Verve,International,686747,158374,1,Ibadan
1288130700,484,66,Male,Married,White,Visa,International,787305,291835,1,Ibadan
1272056436,605,66,Male,Single,White,MasterCard,Local,651451,139737,1,Enugu
1244915399,225,64,Female,Single,White,MasterCard,Local,745287,218694,1,Other
1269754412,468,67,Male,Single,White,MasterCard,International,670975,105194,1,Ota
1274957301,443,56,Male,Married,Gold,Verve,International,555601,353018,1,Other
1246303567,350,57,Female,Single,Gold,Verve,International,841245,211451,1,Abuja
1263667940,569,56,Male,Single,Gold,Verve,International,932298,138491,1,Ibadan
1271514529,491,63,Female,Single,Gold,Verve,International,150755,149615,0,Enugu
1239460569,323,68,Male,Married,Gold,Verve,International,910347,120134,1,Lagos
1264214204,302,23,Male,Married,White,Visa,Local,635495,218836,1,Lagos
1269312771,296,25,Female,Single,Gold,Verve,International,579113,206163,1,Enugu
1272847895,393,62,Male,Single,White,Visa,International,560335,104534,1,Abuja
1287227339,386,27,Male,Married,Gold,Verve,Local,241580,174952,0,Kano
1272695483,409,56,Female,Married,White,Visa,International,938360,259851,1,Lagos
1284082852,663,20,Male,Married,White,Visa,International,995069,227060,1,Ibadan
1278234257,283,72,Female,Married,White,MasterCard,Local,271679,146094,0,Ota
1262745293,224,67,Male,Married,White,MasterCard,Local,717447,169410,1,Ibadan
1280391219,293,68,Male,Married,White,MasterCard,International,443430,143807,0,Port Harcourt
1250361591,259,73,Female,Unknown,White,Visa,International,547736,341458,1,Ibadan
1255369396,232,22,Male,Single,White,Visa,International,100003,321427,0,Ota
1250990352,479,74,Male,Married,Gold,Verve,International,136959,232468,0,Abuja
1260212052,297,67,Female,Single,Gold,Verve,International,155191,157620,0,Ota
1273238560,566,77,Male,Married,Gold,Verve,International,768604,179117,1,Ibadan
1240122307,606,18,Female,Married,Gold,Verve,Local,656630,348076,1,Kano
1251072045,557,75,Male,Single,White,Visa,International,478371,298544,1,Port Harcourt
1270506376,511,69,Male,Married,White,MasterCard,International,482213,223613,1,Abuja
1280785452,227,63,Female,Unknown,White,Visa,Local,810249,294332,1,Abuja
1284591473,460,21,Male,Single,Gold,Verve,International,831400,136255,1,Other
1250804024,438,50,Male,Single,White,MasterCard,International,691364,108504,1,Other
1261611878,371,51,Female,Single,White,Visa,Local,574502,146325,1,Abuja
1264981318,272,50,Male,Married,Gold,Verve,Local,652847,241976,1,Other
1263789440,316,76,Female,Married,Gold,Verve,International,843286,284223,1,Enugu
1244843409,519,36,Male,Single,Gold,Verve,International,619460,147041,1,Lagos
1257288275,371,61,Male,Married,Gold,Verve,International,229640,100906,0,Ibadan
1287617729,322,60,Female,Single,Gold,Verve,International,695580,106327,1,Ota
1279077990,618,38,Male,Married,White,Visa,International,512775,172788,1,Port Harcourt
1271098661,359,85,Male,Married,White,Visa,International,667272,117786,1,Ota
1256356863,395,37,Female,Unknown,Gold,Verve,Local,414451,211698,1,Kano
1273641079,478,33,Male,Married,Gold,Verve,International,378042,223816,1,Other
1241709332,212,71,Female,Married,White,Visa,International,414760,388214,1,Other
1243790507,292,27,Male,Divorced,White,Visa,Local,657504,135848,1,Other
1277849984,620,64,Male,Unknown,Gold,Verve,International,344483,138881,1,Enugu
1277148291,626,69,Female,Married,White,MasterCard,International,453515,271504,1,Enugu
1260783647,454,77,Male,Married,Gold,Verve,Local,785086,123920,1,Ibadan
1261094857,491,43,Male,Married,Gold,Verve,Local,527849,248312,1,Kano
1280083039,237,57,Female,Single,Gold,Verve,International,509989,171179,1,Kano
1286427303,562,46,Male,Married,White,Visa,International,230504,170610,1,Port Harcourt
1275603113,353,47,Female,Married,White,MasterCard,International,710188,273971,1,Abuja
1263420086,277,23,Male,Unknown,White,MasterCard,International,615552,132048,1,Port Harcourt
1280615520,310,62,Male,Married,White,MasterCard,International,997462,223228,1,Port Harcourt
1246404030,361,39,Female,Married,Gold,Verve,International,855434,135174,1,Lagos
1254487978,277,23,Male,Unknown,Gold,Verve,Local,915506,363694,1,Port Harcourt
1287404816,576,68,Male,Married,Gold,Verve,International,586871,308976,1,Other
1264048595,369,75,Female,Unknown,Gold,Verve,International,648255,338157,1,Ota
1263137215,384,56,Male,Married,Gold,Verve,Local,173181,224493,0,Kano
1273267919,382,36,Female,Single,White,Visa,International,980569,128126,1,Lagos
1262620301,487,64,Male,Married,Gold,Verve,International,550481,332851,1,Abuja
1257416140,451,62,Male,Divorced,White,Visa,Local,872100,244314,1,Ibadan
1277639911,278,31,Female,Married,Gold,Verve,Local,120941,243694,0,Ota
1248471094,628,50,Male,Married,White,Visa,International,162496,145931,1,Port Harcourt
1274903913,667,34,Male,Married,White,Visa,International,409765,256407,0,Abuja
1268371208,602,67,Female,Married,White,MasterCard,International,926482,263789,1,Ibadan
1249910207,333,48,Male,Married,White,MasterCard,International,809702,179527,1,Abuja
1248543046,212,25,Female,Married,White,MasterCard,International,364089,196036,1,Abuja
1250952941,308,74,Male,Married,White,Visa,International,860218,150374,1,Port Harcourt
1256025256,447,18,Male,Divorced,White,Visa,Local,451525,116734,1,Other
1239311936,555,31,Female,Married,Gold,Verve,International,740933,150480,1,Lagos
1275328483,595,26,Male,Single,Gold,Verve,International,982345,146508,1,Ibadan
1274436166,322,31,Male,Married,Gold,Verve,Local,483369,302046,1,Ibadan
1268381917,615,83,Female,Married,Gold,Verve,International,106735,238657,0,Kano
1268327415,271,23,Male,Divorced,White,Visa,International,601786,247947,1,Lagos
1258797923,388,23,Female,Married,White,MasterCard,Local,683622,142671,1,Kano
1247915405,527,50,Male,Single,White,Visa,Local,993074,174429,1,Ota
1272503202,664,61,Male,Married,Gold,Verve,International,262802,118772,1,Enugu
1250525758,461,24,Female,Unknown,White,MasterCard,International,518147,294750,1,Lagos
1265442381,456,27,Male,Married,White,Visa,International,149047,387496,0,Port Harcourt
1272216281,405,33,Male,Married,Gold,Verve,International,126998,126489,0,Lagos
1256618881,661,70,Female,Single,Gold,Verve,International,254304,388888,1,Other
1268476853,650,64,Male,Married,Gold,Verve,International,144789,259792,0,Other
1260558586,600,29,Female,Divorced,Gold,Verve,Local,798554,211423,1,Enugu
1247931432,460,20,Male,Married,Gold,Verve,International,566917,142069,1,Ota
1266325117,671,43,Male,Single,White,Visa,International,213589,178971,0,Other
1251421678,440,59,Female,Married,White,Visa,Local,713423,264125,1,Ibadan
1252735185,428,53,Male,Divorced,Gold,Verve,International,279791,276789,1,Enugu
1241496352,613,82,Male,Single,Gold,Verve,International,465424,253021,0,Kano
1273456470,614,37,Female,Single,White,Visa,Local,553303,117996,1,Ibadan
1275365302,667,40,Male,Single,White,Visa,Local,894532,138750,1,Ota
1249139902,379,47,Female,Single,Gold,Verve,International,331955,368475,1,Enugu
1276585368,615,56,Male,Single,White,MasterCard,International,424384,368294,1,Other
1268765855,377,78,Male,Married,Gold,Verve,International,170046,291493,0,Ibadan
1276595392,615,38,Female,Married,Gold,Verve,International,451390,179575,1,Ibadan
1261937586,252,67,Male,Single,Gold,Verve,International,290302,304692,1,Ibadan
1271237593,426,24,Male,Married,White,Visa,International,697098,253730,1,Port Harcourt
1254480405,266,37,Female,Married,White,MasterCard,Local,185033,163756,0,Enugu
1271605502,316,37,Male,Unknown,White,MasterCard,International,985817,398274,1,Other
1250628994,216,29,Female,Single,White,MasterCard,International,314386,244951,1,Other
1282040747,353,60,Male,Married,Gold,Verve,Local,987226,216881,1,Lagos
1247631407,330,67,Male,Single,Gold,Verve,International,524888,217889,1,Lagos
1266866100,329,32,Female,Married,Gold,Verve,International,546082,254867,1,Port Harcourt
1268755264,539,23,Male,Married,Gold,Verve,Local,212754,264993,0,Lagos
1253865564,506,22,Male,Married,Gold,Verve,Local,765689,273605,1,Other
1267247501,389,46,Female,Single,White,Visa,International,359789,247996,1,Enugu
1285066611,235,73,Male,Married,Gold,Verve,International,797993,326216,1,Other
1273073752,354,62,Female,Married,White,Visa,International,773822,257838,1,Ota
1260178942,526,29,Male,Single,Gold,Verve,International,429190,163708,1,Lagos
1239870902,585,60,Male,Married,White,Visa,International,896497,198099,1,Enugu
1286221108,373,40,Female,Married,White,Visa,International,141361,293514,0,Abuja
1266555101,451,58,Male,Single,White,MasterCard,Local,690966,181377,1,Enugu
1276971733,229,48,Male,Divorced,White,MasterCard,International,486962,344524,1,Abuja
1264651681,270,29,Female,Unknown,White,MasterCard,International,720267,147366,1,Ota
1270708564,634,29,Male,Single,White,Visa,Local,924231,111421,1,Enugu
1286609924,534,57,Female,Single,White,Visa,International,862194,136328,1,Other
1260494898,262,79,Male,Married,Gold,Verve,International,899697,389748,1,Ota
1258060336,324,85,Male,Married,Gold,Verve,Local,714781,216290,1,Port Harcourt
1244052361,560,63,Female,Married,Gold,Verve,Local,591267,194261,1,Kano
1251236925,243,25,Male,Single,Gold,Verve,International,143924,258207,0,Ibadan
1260160579,439,38,Male,Married,White,Visa,International,819641,219976,1,Lagos
1241915103,316,57,Female,Single,White,MasterCard,International,301078,396590,1,Abuja
1269396958,537,37,Male,Married,White,Visa,International,448329,114140,0,Lagos
1260172224,556,71,Female,Married,Gold,Verve,International,910846,188478,1,Enugu
1270493845,414,58,Male,Married,White,MasterCard,International,839801,295204,1,Ota
1275878657,604,83,Male,Married,White,Visa,Local,410085,399740,1,Abuja
1287933819,588,54,Female,Married,Gold,Verve,International,981849,343051,1,Ota
1249424373,298,45,Male,Divorced,Gold,Verve,International,386795,380015,1,Abuja
1286980142,599,20,Male,Single,Gold,Verve,Local,999556,333709,1,Ota
1240456228,365,66,Female,Single,Gold,Verve,International,150205,213820,0,Ota
1287101115,464,34,Male,Married,Gold,Verve,International,750701,179209,1,Port Harcourt
1250054576,225,74,Female,Married,White,Visa,Local,203797,138385,0,Ota
1285721671,254,75,Male,Divorced,White,Visa,Local,649522,135469,1,Enugu
1263558641,656,66,Male,Single,Gold,Verve,International,918768,226283,1,Kano
1261093663,420,41,Female,Single,Gold,Verve,International,387215,253151,0,Lagos
1243535909,652,29,Male,Married,White,Visa,International,131410,164534,0,Port Harcourt
1245231645,233,63,Male,Single,White,Visa,International,901888,130909,1,Abuja
1260189736,528,69,Female,Single,Gold,Verve,International,707567,274848,1,Ota
1274130692,672,33,Male,Single,White,MasterCard,International,197663,278510,0,Ibadan
1272013971,224,84,Female,Married,Gold,Verve,Local,402895,375328,1,Port Harcourt
1276757660,313,35,Male,Married,Gold,Verve,International,597688,111882,1,Enugu
1263009512,361,33,Male,Single,Gold,Verve,International,876258,196775,1,Enugu
1271352108,470,34,Female,Divorced,White,Visa,Local,159911,207714,0,Ota
1265919725,290,77,Male,Single,White,MasterCard,International,333153,341853,1,Other
1246448887,257,72,Male,Married,White,MasterCard,International,335495,385977,1,Kano
1248288918,544,64,Female,Married,White,MasterCard,Local,963180,156985,1,Ibadan
1278931242,652,20,Male,Married,Gold,Verve,Local,792929,126739,1,Other
1286135258,524,25,Female,Married,Gold,Verve,International,923118,227316,1,Other
1279549325,484,82,Male,Single,Gold,Verve,International,739154,283227,1,Enugu
1265625166,595,47,Male,Single,Gold,Verve,International,446605,134345,0,Kano
1248672350,608,60,Female,Single,Gold,Verve,International,448056,243491,0,Other
1240581115,278,19,Male,Single,White,Visa,International,361312,162097,0,Abuja
1243716862,292,33,Male,Single,Gold,Verve,International,929568,159186,1,Abuja
1287708392,345,51,Female,Single,White,Visa,Local,350912,156244,1,Abuja
1252354691,459,21,Male,Married,Gold,Verve,International,612083,114717,1,Other
1249344107,301,66,Female,Divorced,White,Visa,International,436959,101390,1,Kano
1265727740,443,30,Male,Unknown,White,Visa,Local,819099,206929,1,Abuja
1281459563,638,45,Male,Married,White,MasterCard,International,703075,212046,1,Abuja
1258149485,550,36,Female,Single,White,MasterCard,International,449428,185258,1,Other
1271785498,521,77,Male,Single,White,MasterCard,Local,709895,234372,1,Ota
1240389316,349,29,Male,Married,White,Visa,Local,409542,220123,0,Enugu
1264615769,659,43,Female,Married,White,Visa,International,808460,193470,1,Abuja
1270810534,445,80,Male,Married,Gold,Verve,International,420090,137442,0,Kano
